schema,1
ts_start_ns,ts_end_ns,window_id,sym,buy_qty,sell_qty,buy_notional,sell_notional,buy_trades,sell_trades,buy_vwap,sell_vwap,imbalance,qwait_p50_ns,qwait_p90_ns,qwait_p99_ns,qwait_max_ns,qwait_count,drops_full,drops_oversize,recv_count,parse_errs,partial
42200000000,42300000000,422,ESZ3,42480,46942,1.42519e+07,1.4404e+07,91,90,335.497,306.847,-0.0498982,1023,2047,2047,43801,2260,0,0,30,0,0
42200000000,42300000000,422,MSFT,54083,64921,1.73791e+07,1.98421e+07,93,127,321.341,305.635,-0.0910726,1023,2047,2047,43801,2260,0,0,30,0,0
42200000000,42300000000,422,TSLA,81934,85878,2.53804e+07,2.78016e+07,130,150,309.766,323.734,-0.0235025,1023,2047,2047,43801,2260,0,0,30,0,0
42200000000,42300000000,422,NQZ3,45743,58804,1.56526e+07,1.5985e+07,86,126,342.186,271.835,-0.124929,1023,2047,2047,43801,2260,0,0,30,0,0
42200000000,42300000000,422,EUR/USD,56538,25187,1.50828e+07,8.20541e+06,107,57,266.774,325.78,0.383616,1023,2047,2047,43801,2260,0,0,30,0,0
42200000000,42300000000,422,AAPL,65119,60915,1.98996e+07,1.77086e+07,118,125,305.588,290.711,0.0333561,1023,2047,2047,43801,2260,0,0,30,0,0
42200000000,42300000000,422,USD/JPY,37789,65984,9.37783e+06,1.9888e+07,73,120,248.163,301.406,-0.271699,1023,2047,2047,43801,2260,0,0,30,0,0
42200000000,42300000000,422,WTI,51421,55489,1.6934e+07,1.62179e+07,113,114,329.321,292.273,-0.0380507,1023,2047,2047,43801,2260,0,0,30,0,0
42300000000,42400000000,423,GOOG,58919,70660,1.78896e+07,1.84885e+07,120,113,303.63,261.654,-0.0906088,1023,2047,2047,28332,2042,0,0,33,0,0
42300000000,42400000000,423,NQZ3,40931,45118,1.29952e+07,1.28163e+07,68,84,317.491,284.062,-0.0486583,1023,2047,2047,28332,2042,0,0,33,0,0
42300000000,42400000000,423,MSFT,50196,62647,1.46767e+07,1.73829e+07,82,125,292.387,277.473,-0.110339,1023,2047,2047,28332,2042,0,0,33,0,0
42300000000,42400000000,423,TSLA,78835,78944,2.38639e+07,2.33477e+07,136,123,302.707,295.75,-0.00069084,1023,2047,2047,28332,2042,0,0,33,0,0
42300000000,42400000000,423,CLG4,59511,70274,1.88691e+07,1.97711e+07,117,136,317.07,281.343,-0.0829295,1023,2047,2047,28332,2042,0,0,33,0,0
42300000000,42400000000,423,EUR/USD,38347,32514,9.50882e+06,1.02389e+07,75,69,247.968,314.907,0.0823161,1023,2047,2047,28332,2042,0,0,33,0,0
42300000000,42400000000,423,AAPL,61322,54739,1.98623e+07,1.64456e+07,113,99,323.902,300.437,0.0567202,1023,2047,2047,28332,2042,0,0,33,0,0
42300000000,42400000000,423,ESZ3,42192,45934,1.38652e+07,1.43658e+07,91,85,328.622,312.749,-0.0424619,1023,2047,2047,28332,2042,0,0,33,0,0
42300000000,42400000000,423,USD/JPY,34920,67541,7.90915e+06,1.83905e+07,67,125,226.493,272.287,-0.318375,1023,2047,2047,28332,2042,0,0,33,0,0
42300000000,42400000000,423,WTI,55364,47117,1.67398e+07,1.44461e+07,118,96,302.36,306.601,0.0804735,1023,2047,2047,28332,2042,0,0,33,0,0
51300000000,51400000000,513,NQZ3,173845,159516,5.21269e+07,5.03863e+07,315,336,299.847,315.87,0.0429834,1023,2047,2047,45832,5671,0,0,78,0,0
51300000000,51400000000,513,CLG4,123921,149863,3.7671e+07,4.55856e+07,238,287,303.992,304.182,-0.0947535,1023,2047,2047,45832,5671,0,0,78,0,0
51300000000,51400000000,513,ESZ3,157213,150192,5.08176e+07,5.15479e+07,322,350,323.241,343.213,0.0228396,1023,2047,2047,45832,5671,0,0,78,0,0
51300000000,51400000000,513,WTI,145873,111615,4.12045e+07,3.45085e+07,301,231,282.468,309.174,0.133047,1023,2047,2047,45832,5671,0,0,78,0,0
51300000000,51400000000,513,USD/JPY,153118,167006,4.40015e+07,5.07425e+07,287,330,287.37,303.836,-0.0433832,1023,2047,2047,45832,5671,0,0,78,0,0
51300000000,51400000000,513,TSLA,70147,134330,2.5489e+07,4.33285e+07,161,308,363.365,322.553,-0.313889,1023,2047,2047,45832,5671,0,0,78,0,0
51300000000,51400000000,513,MSFT,126301,93086,3.65731e+07,3.11818e+07,273,210,289.571,334.979,0.151399,1023,2047,2047,45832,5671,0,0,78,0,0
51300000000,51400000000,513,EUR/USD,129969,128114,3.83034e+07,3.31151e+07,287,245,294.711,258.482,0.00718761,1023,2047,2047,45832,5671,0,0,78,0,0
51300000000,51400000000,513,AAPL,119511,166985,3.56211e+07,5.40951e+07,238,322,298.057,323.952,-0.165706,1023,2047,2047,45832,5671,0,0,78,0,0
51300000000,51400000000,513,GOOG,178731,148568,5.17581e+07,4.43632e+07,315,315,289.586,298.605,0.0921573,1023,2047,2047,45832,5671,0,0,78,0,0
60300000000,60400000000,603,ESZ3,49259,36539,1.80237e+07,1.08109e+07,107,71,365.897,295.872,0.148255,1023,2047,2047,29903,1585,0,0,69,0,0
60300000000,60400000000,603,GOOG,48384,38082,1.67726e+07,1.05474e+07,90,80,346.655,276.965,0.119145,1023,2047,2047,29903,1585,0,0,69,0,0
60300000000,60400000000,603,TSLA,43014,29489,1.27459e+07,9.62104e+06,71,67,296.32,326.259,0.186544,1023,2047,2047,29903,1585,0,0,69,0,0
60300000000,60400000000,603,MSFT,33394,49798,1.05397e+07,1.45681e+07,74,91,315.616,292.545,-0.197182,1023,2047,2047,29903,1585,0,0,69,0,0
60300000000,60400000000,603,NQZ3,36682,32534,1.02099e+07,1.06826e+07,84,72,278.336,328.352,0.0599283,1023,2047,2047,29903,1585,0,0,69,0,0
60300000000,60400000000,603,USD/JPY,30510,43045,8.97431e+06,1.45281e+07,69,87,294.143,337.509,-0.170417,1023,2047,2047,29903,1585,0,0,69,0,0
60300000000,60400000000,603,WTI,64280,39472,2.00558e+07,1.22764e+07,105,79,312.007,311.015,0.239109,1023,2047,2047,29903,1585,0,0,69,0,0
60300000000,60400000000,603,CLG4,39319,47868,1.25435e+07,1.53141e+07,61,88,319.018,319.923,-0.0980536,1023,2047,2047,29903,1585,0,0,69,0,0
60300000000,60400000000,603,AAPL,35785,32279,8.83333e+06,8.7408e+06,88,66,246.845,270.789,0.0515103,1023,2047,2047,29903,1585,0,0,69,0,0
60300000000,60400000000,603,EUR/USD,35090,40899,1.0701e+07,1.38228e+07,58,77,304.959,337.975,-0.0764453,1023,2047,2047,29903,1585,0,0,69,0,0
60400000000,60500000000,604,GOOG,120749,93098,3.73066e+07,2.72083e+07,227,202,308.96,292.254,0.129303,1023,1023,2047,96323,4001,0,0,101,0,0
60400000000,60500000000,604,ESZ3,108702,81221,3.76004e+07,2.31906e+07,225,167,345.904,285.525,0.144695,1023,1023,2047,96323,4001,0,0,101,0,0
60400000000,60500000000,604,NQZ3,106498,75882,2.8436e+07,2.43517e+07,216,165,267.009,320.916,0.167869,1023,1023,2047,96323,4001,0,0,101,0,0
60400000000,60500000000,604,MSFT,78949,111980,2.78387e+07,3.4772e+07,173,220,352.616,310.52,-0.173001,1023,1023,2047,96323,4001,0,0,101,0,0
60400000000,60500000000,604,TSLA,84629,91652,2.47063e+07,2.92554e+07,130,204,291.936,319.201,-0.0398398,1023,1023,2047,96323,4001,0,0,101,0,0
60400000000,60500000000,604,CLG4,90263,140564,2.8914e+07,4.15673e+07,154,251,320.33,295.718,-0.217916,1023,1023,2047,96323,4001,0,0,101,0,0
60400000000,60500000000,604,AAPL,88113,109572,2.50356e+07,3.19185e+07,195,210,284.13,291.302,-0.108551,1023,1023,2047,96323,4001,0,0,101,0,0
60400000000,60500000000,604,EUR/USD,89722,119584,2.63588e+07,3.61168e+07,172,229,293.783,302.021,-0.142671,1023,1023,2047,96323,4001,0,0,101,0,0
60400000000,60500000000,604,USD/JPY,103408,126101,2.79312e+07,4.02653e+07,224,249,270.107,319.31,-0.0988763,1023,1023,2047,96323,4001,0,0,101,0,0
60400000000,60500000000,604,WTI,98338,113230,2.90468e+07,3.54206e+07,183,205,295.377,312.82,-0.0703887,1023,1023,2047,96323,4001,0,0,101,0,0
60500000000,60600000000,605,ESZ3,12713,12223,4.93438e+06,3.67425e+06,25,21,388.137,300.601,0.0196503,1023,2047,2047,46520,547,0,0,103,0,0
60500000000,60600000000,605,GOOG,12657,13300,3.48878e+06,4.28349e+06,19,33,275.64,322.067,-0.0247717,1023,2047,2047,46520,547,0,0,103,0,0
60500000000,60600000000,605,TSLA,14219,12160,4.62774e+06,3.39318e+06,23,30,325.461,279.045,0.0780545,1023,2047,2047,46520,547,0,0,103,0,0
60500000000,60600000000,605,MSFT,13111,17429,4.99286e+06,6.17923e+06,19,32,380.815,354.537,-0.141388,1023,2047,2047,46520,547,0,0,103,0,0
60500000000,60600000000,605,NQZ3,17155,16436,4.19571e+06,4.3223e+06,29,36,244.576,262.977,0.0214045,1023,2047,2047,46520,547,0,0,103,0,0
60500000000,60600000000,605,CLG4,13456,17697,3.45411e+06,4.55222e+06,23,34,256.697,257.231,-0.136135,1023,2047,2047,46520,547,0,0,103,0,0
60500000000,60600000000,605,AAPL,13946,6570,3.44652e+06,1.85567e+06,25,18,247.133,282.446,0.359524,1023,2047,2047,46520,547,0,0,103,0,0
60500000000,60600000000,605,EUR/USD,13648,16365,3.70092e+06,5.09548e+06,29,30,271.169,311.365,-0.0905274,1023,2047,2047,46520,547,0,0,103,0,0
60500000000,60600000000,605,USD/JPY,13411,14261,3.81704e+06,4.07894e+06,29,34,284.62,286.021,-0.030717,1023,2047,2047,46520,547,0,0,103,0,0
60500000000,60600000000,605,WTI,14195,16096,4.04485e+06,5.01698e+06,27,31,284.949,311.691,-0.0627579,1023,2047,2047,46520,547,0,0,103,0,0
69300000000,69400000000,693,CLG4,110597,60260,3.27624e+07,1.95466e+07,221,126,296.232,324.371,0.294615,1023,1023,2047,103260,3863,0,0,33,0,0
69300000000,69400000000,693,TSLA,103240,90535,3.03501e+07,2.4827e+07,186,213,293.976,274.225,0.0655657,1023,1023,2047,103260,3863,0,0,33,0,0
69300000000,69400000000,693,MSFT,110738,112445,3.54247e+07,3.35368e+07,230,234,319.897,298.251,-0.00764843,1023,1023,2047,103260,3863,0,0,33,0,0
69300000000,69400000000,693,NQZ3,95674,108168,2.78778e+07,2.6613e+07,187,198,291.383,246.034,-0.0612926,1023,1023,2047,103260,3863,0,0,33,0,0
69300000000,69400000000,693,GOOG,111645,83323,3.47224e+07,2.79272e+07,202,162,311.007,335.168,0.145265,1023,1023,2047,103260,3863,0,0,33,0,0
69300000000,69400000000,693,ESZ3,110096,120071,3.13589e+07,3.11263e+07,246,210,284.832,259.232,-0.0433381,1023,1023,2047,103260,3863,0,0,33,0,0
69300000000,69400000000,693,AAPL,69011,102368,2.15535e+07,3.3066e+07,181,193,312.32,323.011,-0.194639,1023,1023,2047,103260,3863,0,0,33,0,0
69300000000,69400000000,693,EUR/USD,74635,103997,2.10069e+07,3.06938e+07,168,178,281.462,295.141,-0.164371,1023,1023,2047,103260,3863,0,0,33,0,0
69300000000,69400000000,693,USD/JPY,71049,89650,2.06942e+07,2.57118e+07,137,167,291.267,286.802,-0.115751,1023,1023,2047,103260,3863,0,0,33,0,0
69300000000,69400000000,693,WTI,90510,121833,2.68309e+07,2.92627e+07,183,241,296.442,240.187,-0.147511,1023,1023,2047,103260,3863,0,0,33,0,0
69400000000,69500000000,694,CLG4,27877,13779,6.97799e+06,3.68939e+06,59,26,250.313,267.755,0.338439,1023,2047,2047,55269,1006,0,0,42,0,0
69400000000,69500000000,694,TSLA,28416,17916,9.59287e+06,4.42318e+06,52,53,337.587,246.884,0.226625,1023,2047,2047,55269,1006,0,0,42,0,0
69400000000,69500000000,694,MSFT,26336,31209,7.79407e+06,9.37055e+06,50,60,295.947,300.252,-0.0846816,1023,2047,2047,55269,1006,0,0,42,0,0
69400000000,69500000000,694,NQZ3,28275,37579,7.37067e+06,1.12792e+07,51,61,260.678,300.146,-0.141282,1023,2047,2047,55269,1006,0,0,42,0,0
69400000000,69500000000,694,GOOG,26857,23434,8.09771e+06,8.2229e+06,50,41,301.512,350.896,0.0680639,1023,2047,2047,55269,1006,0,0,42,0,0
69400000000,69500000000,694,EUR/USD,21902,27190,6.31176e+06,7.76811e+06,42,46,288.182,285.697,-0.107716,1023,2047,2047,55269,1006,0,0,42,0,0
69400000000,69500000000,694,AAPL,21961,23989,7.18195e+06,7.21276e+06,50,52,327.032,300.67,-0.0441349,1023,2047,2047,55269,1006,0,0,42,0,0
69400000000,69500000000,694,ESZ3,25802,21503,7.59627e+06,5.84889e+06,62,41,294.406,272.003,0.0908783,1023,2047,2047,55269,1006,0,0,42,0,0
69400000000,69500000000,694,USD/JPY,23570,36637,7.36368e+06,1.0498e+07,45,71,312.417,286.54,-0.217035,1023,2047,2047,55269,1006,0,0,42,0,0
69400000000,69500000000,694,WTI,20069,24978,6.26472e+06,5.28335e+06,48,46,312.159,211.52,-0.108975,1023,2047,2047,55269,1006,0,0,42,0,0
78300000000,78400000000,783,GOOG,61076,137750,1.96446e+07,3.63167e+07,150,278,321.641,263.642,-0.385634,1023,2047,2047,25553,4786,0,0,31,0,0
78300000000,78400000000,783,CLG4,125091,131458,3.73624e+07,3.80923e+07,237,261,298.682,289.768,-0.0248179,1023,2047,2047,25553,4786,0,0,31,0,0
78300000000,78400000000,783,MSFT,122628,81832,3.6463e+07,2.34412e+07,236,205,297.347,286.456,0.19953,1023,2047,2047,25553,4786,0,0,31,0,0
78300000000,78400000000,783,TSLA,127538,105766,3.77884e+07,3.43341e+07,275,209,296.291,324.623,0.0933203,1023,2047,2047,25553,4786,0,0,31,0,0
78300000000,78400000000,783,NQZ3,115348,116238,3.71456e+07,3.43162e+07,265,273,322.03,295.224,-0.00384306,1023,2047,2047,25553,4786,0,0,31,0,0
78300000000,78400000000,783,ESZ3,118414,138639,3.8211e+07,4.06555e+07,237,270,322.69,293.248,-0.0786803,1023,2047,2047,25553,4786,0,0,31,0,0
78300000000,78400000000,783,USD/JPY,96995,123952,2.8618e+07,3.65003e+07,191,227,295.046,294.471,-0.122007,1023,2047,2047,25553,4786,0,0,31,0,0
78300000000,78400000000,783,WTI,133529,120029,3.67004e+07,3.7318e+07,263,255,274.85,310.908,0.0532423,1023,2047,2047,25553,4786,0,0,31,0,0
78300000000,78400000000,783,AAPL,131205,127083,3.73476e+07,3.55093e+07,267,231,284.651,279.418,0.0159589,1023,2047,2047,25553,4786,0,0,31,0,0
78300000000,78400000000,783,EUR/USD,106519,96420,3.21203e+07,3.43001e+07,265,191,301.545,355.737,0.0497637,1023,2047,2047,25553,4786,0,0,31,0,0
78400000000,78500000000,784,GOOG,6355,18798,2.24468e+06,4.59502e+06,18,37,353.215,244.442,-0.494692,1023,2047,4095,9325,691,0,0,39,0,0
78400000000,78500000000,784,CLG4,16834,11545,5.26281e+06,3.65012e+06,36,26,312.63,316.164,0.18637,1023,2047,4095,9325,691,0,0,39,0,0
78400000000,78500000000,784,MSFT,24029,12983,6.83876e+06,3.9865e+06,44,33,284.604,307.056,0.298444,1023,2047,4095,9325,691,0,0,39,0,0
78400000000,78500000000,784,TSLA,14037,17021,4.19952e+06,5.38305e+06,33,36,299.175,316.26,-0.0960783,1023,2047,4095,9325,691,0,0,39,0,0
78400000000,78500000000,784,NQZ3,13249,10735,4.28402e+06,3.29583e+06,36,28,323.346,307.018,0.10482,1023,2047,4095,9325,691,0,0,39,0,0
78400000000,78500000000,784,ESZ3,17071,17406,5.4555e+06,5.22452e+06,36,39,319.577,300.156,-0.00971662,1023,2047,4095,9325,691,0,0,39,0,0
78400000000,78500000000,784,USD/JPY,18687,16489,5.47048e+06,4.31782e+06,33,32,292.743,261.861,0.0624858,1023,2047,4095,9325,691,0,0,39,0,0
78400000000,78500000000,784,WTI,29914,13489,7.46659e+06,4.14739e+06,52,32,249.602,307.464,0.37843,1023,2047,4095,9325,691,0,0,39,0,0
78400000000,78500000000,784,AAPL,14620,18195,4.56323e+06,6.34614e+06,29,35,312.123,348.785,-0.108944,1023,2047,4095,9325,691,0,0,39,0,0
78400000000,78500000000,784,EUR/USD,14693,17225,4.73539e+06,6.01772e+06,43,33,322.289,349.36,-0.0793283,1023,2047,4095,9325,691,0,0,39,0,0
87300000000,87400000000,873,TSLA,55653,55542,1.87716e+07,1.77489e+07,104,114,337.297,319.559,0.000998246,1023,2047,2047,3094,1931,0,0,68,0,0
87300000000,87400000000,873,MSFT,39252,45269,1.18413e+07,1.33838e+07,74,80,301.673,295.65,-0.0711894,1023,2047,2047,3094,1931,0,0,68,0,0
87300000000,87400000000,873,WTI,50660,43812,1.40479e+07,1.2881e+07,128,85,277.297,294.007,0.0724871,1023,2047,2047,3094,1931,0,0,68,0,0
87300000000,87400000000,873,USD/JPY,30224,37329,1.00779e+07,1.19146e+07,57,83,333.44,319.179,-0.105177,1023,2047,2047,3094,1931,0,0,68,0,0
87300000000,87400000000,873,ESZ3,52041,56254,1.44311e+07,1.88575e+07,103,102,277.302,335.221,-0.038903,1023,2047,2047,3094,1931,0,0,68,0,0
87300000000,87400000000,873,GOOG,66543,52929,1.88893e+07,1.37909e+07,119,99,283.866,260.554,0.113951,1023,2047,2047,3094,1931,0,0,68,0,0
